IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
6,10.215.173.1,41528,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:18:54.028-08:00,2026-01-04T08:18:54.087-08:00
6,10.215.173.1,41544,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:18:54.537-08:00,2026-01-04T08:18:54.627-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,33176,2607:f8b0:400a:806::200a,443,10258,Google Play services,com.google.android.gms,HTTPS,Closed,www.googleapis.com,6735,164112,30,43,2026-01-04T08:18:54.600-08:00,2026-01-04T08:20:24.228-08:00
6,10.215.173.1,41552,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:18:54.642-08:00,2026-01-04T08:18:54.721-08:00
6,10.215.173.1,41558,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1759,7,6,2026-01-04T08:18:55.077-08:00,2026-01-04T08:18:55.136-08:00
6,10.215.173.1,41564,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:18:55.346-08:00,2026-01-04T08:18:55.409-08:00
6,10.215.173.1,55978,142.250.73.99,443,10259,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,868,1660,6,5,2026-01-04T08:18:55.405-08:00,2026-01-04T08:18:55.459-08:00
6,10.215.173.1,55980,142.250.73.99,443,10259,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,807,1700,6,6,2026-01-04T08:18:55.407-08:00,2026-01-04T08:18:55.468-08:00
6,10.215.173.1,41578,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:18:55.535-08:00,2026-01-04T08:18:55.615-08:00
17,10.215.173.1,50624,10.215.173.2,53,10422,Instagram,com.instagram.android,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,141,1,1,2026-01-04T08:18:58.370-08:00,2026-01-04T08:18:58.399-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,39406,2a03:2880:f36c:24:face:b00c:0:6e2e,5222,10422,Instagram,com.instagram.android,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,320,0,4,0,2026-01-04T08:18:58.373-08:00,2026-01-04T08:19:05.465-08:00
17,10.215.173.1,30026,10.215.173.2,53,10422,Instagram,com.instagram.android,DNS,Closed,z-p42-chat-e2ee-ig.facebook.com,77,129,1,1,2026-01-04T08:18:58.376-08:00,2026-01-04T08:18:58.409-08:00
6,42.3.40.128,5222,253.0.0.2,39406,10422,Instagram,com.instagram.android,TCP,Closed,,88,0,2,0,2026-01-04T08:18:58.399-08:00,2026-01-04T08:20:09.158-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,42786,2a03:2880:f36c:24:face:b00c:0:6e2e,443,10422,Instagram,com.instagram.android,TLS,Closed,z-p42-chat-e2ee-ig.facebook.com,320,0,4,0,2026-01-04T08:18:58.623-08:00,2026-01-04T08:19:05.721-08:00
6,42.3.40.128,443,253.0.0.2,42786,10422,Instagram,com.instagram.android,TLS,Closed,,88,0,2,0,2026-01-04T08:18:58.674-08:00,2026-01-04T08:20:09.158-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,52638,2607:f8b0:400a:806::200a,443,10258,Google Play services,com.google.android.gms,HTTPS,Closed,www.googleapis.com,93601,5087,29,23,2026-01-04T08:18:59.413-08:00,2026-01-04T08:20:24.228-08:00
6,10.215.173.1,43188,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:02.242-08:00,2026-01-04T08:19:02.346-08:00
17,10.215.173.1,61755,10.215.173.2,53,10443,TikTok,com.zhiliaoapp.musically,DNS,Closed,p19-sign.tiktokcdn-us.com,71,170,1,1,2026-01-04T08:19:02.404-08:00,2026-01-04T08:19:02.427-08:00
17,10.215.173.1,3555,10.215.173.2,53,10443,TikTok,com.zhiliaoapp.musically,DNS,Closed,p19-sign.tiktokcdn-us.com,71,128,1,1,2026-01-04T08:19:02.406-08:00,2026-01-04T08:19:02.429-08:00
6,10.215.173.1,51266,146.75.42.73,443,10443,TikTok,com.zhiliaoapp.musically,HTTPS,Closed,p19-sign.tiktokcdn-us.com,4723,112797,48,57,2026-01-04T08:19:02.434-08:00,2026-01-04T08:22:31.664-08:00
6,10.215.173.1,43200,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:02.753-08:00,2026-01-04T08:19:02.846-08:00
6,10.215.173.1,43214,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:02.945-08:00,2026-01-04T08:19:03.043-08:00
6,10.215.173.1,43224,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:03.093-08:00,2026-01-04T08:19:03.185-08:00
17,10.215.173.1,63457,10.215.173.2,53,10443,TikTok,com.zhiliaoapp.musically,DNS,Closed,api16-normal-c-useast1a.tiktokv.com,81,240,1,1,2026-01-04T08:19:03.278-08:00,2026-01-04T08:19:03.292-08:00
17,10.215.173.1,11947,10.215.173.2,53,10443,TikTok,com.zhiliaoapp.musically,DNS,Closed,api16-normal-c-useast1a.tiktokv.com,81,323,1,1,2026-01-04T08:19:03.284-08:00,2026-01-04T08:19:03.327-08:00
6,10.215.173.1,54184,184.30.150.79,443,10443,TikTok,com.zhiliaoapp.musically,HTTPS,Closed,api16-normal-c-useast1a.tiktokv.com,1017,3999,10,8,2026-01-04T08:19:03.334-08:00,2026-01-04T08:19:36.394-08:00
6,10.215.173.1,43230,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:03.379-08:00,2026-01-04T08:19:03.459-08:00
6,10.215.173.1,54194,184.30.150.79,443,10443,TikTok,com.zhiliaoapp.musically,HTTPS,Closed,api16-normal-c-useast1a.tiktokv.com,1017,4037,10,9,2026-01-04T08:19:03.434-08:00,2026-01-04T08:19:36.395-08:00
17,10.215.173.1,50317,10.215.173.2,53,10443,TikTok,com.zhiliaoapp.musically,DNS,Closed,v16m.tiktokcdn.com,64,200,1,1,2026-01-04T08:19:03.461-08:00,2026-01-04T08:19:03.472-08:00
17,10.215.173.1,29493,10.215.173.2,53,10443,TikTok,com.zhiliaoapp.musically,DNS,Closed,v16m.tiktokcdn.com,64,172,1,1,2026-01-04T08:19:03.464-08:00,2026-01-04T08:19:03.486-08:00
6,10.215.173.1,49256,64.114.108.35,443,10443,TikTok,com.zhiliaoapp.musically,HTTPS,Closed,v16m.tiktokcdn.com,977,3948,9,7,2026-01-04T08:19:03.491-08:00,2026-01-04T08:19:36.397-08:00
6,10.215.173.1,43236,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:03.552-08:00,2026-01-04T08:19:03.627-08:00
6,10.215.173.1,49272,64.114.108.35,443,10443,TikTok,com.zhiliaoapp.musically,HTTPS,Closed,v16m.tiktokcdn.com,977,3947,9,7,2026-01-04T08:19:03.598-08:00,2026-01-04T08:19:36.398-08:00
6,10.215.173.1,43242,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:04.177-08:00,2026-01-04T08:19:04.265-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,59300,2a03:2880:f36c:24:face:b00c:0:6e2e,80,10422,Instagram,com.instagram.android,HTTP,Closed,z-p42-chat-e2ee-ig.facebook.com,80,0,1,0,2026-01-04T08:19:08.385-08:00,2026-01-04T08:19:08.385-08:00
6,42.3.40.128,80,253.0.0.2,59300,10422,Instagram,com.instagram.android,HTTP,Closed,,88,0,2,0,2026-01-04T08:19:08.411-08:00,2026-01-04T08:20:09.158-08:00
6,10.215.173.1,33190,57.144.216.36,5222,10422,Instagram,com.instagram.android,TCP,Closed,z-p42-chat-e2ee-ig.facebook.com,3788,737,13,11,2026-01-04T08:19:08.637-08:00,2026-01-04T08:20:09.158-08:00
6,10.215.173.1,60192,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:10.455-08:00,2026-01-04T08:19:10.545-08:00
6,10.215.173.1,60202,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:11.309-08:00,2026-01-04T08:19:11.410-08:00
6,10.215.173.1,60218,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:11.569-08:00,2026-01-04T08:19:11.665-08:00
6,10.215.173.1,60226,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,1008,3478,13,11,2026-01-04T08:19:11.668-08:00,2026-01-04T08:22:20.794-08:00
6,10.215.173.1,60238,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:11.909-08:00,2026-01-04T08:19:11.979-08:00
6,10.215.173.1,60240,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:12.147-08:00,2026-01-04T08:19:12.230-08:00
17,10.215.173.1,2106,10.215.173.2,53,10076,Meta Services,com.facebook.services,DNS,Closed,graph.facebook.com,64,116,1,1,2026-01-04T08:19:12.349-08:00,2026-01-04T08:19:12.393-08:00
17,10.215.173.1,2174,10.215.173.2,53,10076,Meta Services,com.facebook.services,DNS,Closed,graph.facebook.com,64,104,1,1,2026-01-04T08:19:12.351-08:00,2026-01-04T08:19:12.372-08:00
6,10.215.173.1,48958,57.144.216.141,443,10076,Meta Services,com.facebook.services,HTTPS,Closed,graph.facebook.com,1910,1726,8,9,2026-01-04T08:19:12.400-08:00,2026-01-04T08:19:12.498-08:00
6,10.215.173.1,35250,71.18.145.246,443,10443,TikTok,com.zhiliaoapp.musically,HTTPS,Closed,v45.tiktokcdn.com,963,529,7,6,2026-01-04T08:19:16.317-08:00,2026-01-04T08:20:16.413-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,47518,2607:f8b0:400a:809::200e,443,10259,Google Play Store,com.android.vending,TLS,Closed,app-measurement.com,80,0,1,0,2026-01-04T08:19:16.541-08:00,2026-01-04T08:19:16.541-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,47524,2607:f8b0:400a:809::200e,443,10259,Google Play Store,com.android.vending,TLS,Closed,app-measurement.com,80,0,1,0,2026-01-04T08:19:16.543-08:00,2026-01-04T08:19:16.543-08:00
6,38.7.248.176,443,253.0.0.2,47518,10259,Google Play Store,com.android.vending,TLS,Closed,,88,0,2,0,2026-01-04T08:19:16.558-08:00,2026-01-04T08:20:19.199-08:00
6,38.7.248.176,443,253.0.0.2,47524,10259,Google Play Store,com.android.vending,TLS,Closed,,88,0,2,0,2026-01-04T08:19:16.558-08:00,2026-01-04T08:20:19.199-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,47532,2607:f8b0:400a:809::200e,443,10259,Google Play Store,com.android.vending,TLS,Closed,app-measurement.com,80,0,1,0,2026-01-04T08:19:16.797-08:00,2026-01-04T08:19:16.797-08:00
6,38.7.248.176,443,253.0.0.2,47532,10259,Google Play Store,com.android.vending,TLS,Closed,,88,0,2,0,2026-01-04T08:19:16.815-08:00,2026-01-04T08:20:19.199-08:00
6,10.215.173.1,46742,142.250.69.174,443,10259,Google Play Store,com.android.vending,HTTPS,Closed,play-fe.googleapis.com,2118,2010,6,5,2026-01-04T08:19:16.845-08:00,2026-01-04T08:19:16.906-08:00
6,10.215.173.1,46744,142.250.69.174,443,10259,Google Play Store,com.android.vending,HTTPS,Closed,play-fe.googleapis.com,2054,2010,6,5,2026-01-04T08:19:16.848-08:00,2026-01-04T08:19:16.917-08:00
6,10.215.173.1,46756,142.250.69.174,443,10259,Google Play Store,com.android.vending,HTTPS,Closed,play-fe.googleapis.com,2118,2010,6,5,2026-01-04T08:19:17.099-08:00,2026-01-04T08:19:17.172-08:00
6,10.215.173.1,60256,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1759,7,6,2026-01-04T08:19:18.656-08:00,2026-01-04T08:19:18.727-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,59642,2a03:2880:f357:90:face:b00c:0:8e,443,10422,Instagram,com.instagram.android,TLS,Closed,edge-mqtt-fallback.facebook.com,80,0,1,0,2026-01-04T08:19:18.912-08:00,2026-01-04T08:19:18.912-08:00
6,10.215.173.1,34572,57.144.174.144,443,10422,Instagram,com.instagram.android,HTTPS,Closed,edge-mqtt-fallback.facebook.com,494,1804,6,5,2026-01-04T08:19:18.991-08:00,2026-01-04T08:19:19.249-08:00
6,42.3.40.128,443,253.0.0.2,59642,10422,Instagram,com.instagram.android,TLS,Closed,,135,0,3,0,2026-01-04T08:19:19.010-08:00,2026-01-04T08:20:19.133-08:00
6,10.215.173.1,60262,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:19.276-08:00,2026-01-04T08:19:19.361-08:00
6,10.215.173.1,58342,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:19.621-08:00,2026-01-04T08:19:19.720-08:00
6,10.215.173.1,58346,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:19.741-08:00,2026-01-04T08:19:19.835-08:00
6,10.215.173.1,58360,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:19.904-08:00,2026-01-04T08:19:19.973-08:00
17,10.215.173.1,57491,10.215.173.2,53,10258,Google Play services,com.google.android.gms,DNS,Closed,spot-pa.googleapis.com,68,180,1,1,2026-01-04T08:19:19.959-08:00,2026-01-04T08:19:19.978-08:00
17,10.215.173.1,11895,10.215.173.2,53,10258,Google Play services,com.google.android.gms,DNS,Closed,spot-pa.googleapis.com,68,196,1,1,2026-01-04T08:19:19.963-08:00,2026-01-04T08:19:19.981-08:00
6,10.215.173.1,58370,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:20.070-08:00,2026-01-04T08:19:20.159-08:00
6,10.215.173.1,58380,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:20.559-08:00,2026-01-04T08:19:20.661-08:00
6,10.215.173.1,58396,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1759,7,6,2026-01-04T08:19:26.867-08:00,2026-01-04T08:19:26.961-08:00
6,10.215.173.1,58406,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:27.959-08:00,2026-01-04T08:19:28.017-08:00
6,10.215.173.1,58410,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:28.034-08:00,2026-01-04T08:19:28.093-08:00
6,10.215.173.1,58412,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:28.577-08:00,2026-01-04T08:19:28.688-08:00
6,10.215.173.1,58414,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:28.751-08:00,2026-01-04T08:19:28.811-08:00
6,10.215.173.1,58416,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:28.919-08:00,2026-01-04T08:19:29.008-08:00
6,10.215.173.1,58422,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:29.067-08:00,2026-01-04T08:19:29.147-08:00
6,10.215.173.1,53992,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1759,7,6,2026-01-04T08:19:35.074-08:00,2026-01-04T08:19:35.166-08:00
6,10.215.173.1,54008,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:35.797-08:00,2026-01-04T08:19:35.896-08:00
6,10.215.173.1,54012,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:36.451-08:00,2026-01-04T08:19:36.565-08:00
6,10.215.173.1,54018,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:36.655-08:00,2026-01-04T08:19:36.758-08:00
6,10.215.173.1,54032,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1759,7,6,2026-01-04T08:19:37.051-08:00,2026-01-04T08:19:37.167-08:00
6,10.215.173.1,54048,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:37.219-08:00,2026-01-04T08:19:37.302-08:00
6,10.215.173.1,54064,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:37.597-08:00,2026-01-04T08:19:37.712-08:00
6,10.215.173.1,34922,52.96.121.50,443,10347,Email,com.samsung.android.email.provider,HTTPS,Closed,m.hotmail.com,2999,799,6,7,2026-01-04T08:19:38.751-08:00,2026-01-04T08:20:39.650-08:00
17,10.215.173.1,44399,10.215.173.2,53,10422,Instagram,com.instagram.android,DNS,Closed,test-gateway.instagram.com,72,123,1,1,2026-01-04T08:19:43.086-08:00,2026-01-04T08:19:43.103-08:00
6,10.215.173.1,58016,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:43.281-08:00,2026-01-04T08:19:43.348-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,35620,2a03:2880:f36c:90:face:b00c:0:8e,443,10345,Facebook,com.facebook.katana,TLS,Closed,edge-mqtt.facebook.com,80,0,1,0,2026-01-04T08:19:43.610-08:00,2026-01-04T08:19:43.610-08:00
17,10.215.173.1,22527,10.215.173.2,53,10258,Google Play services,com.google.android.gms,DNS,Closed,android.googleapis.com,68,180,1,1,2026-01-04T08:19:43.630-08:00,2026-01-04T08:19:43.651-08:00
17,10.215.173.1,25286,10.215.173.2,53,10258,Google Play services,com.google.android.gms,DNS,Closed,android.googleapis.com,68,132,1,1,2026-01-04T08:19:43.638-08:00,2026-01-04T08:19:43.656-08:00
6,42.3.40.128,443,253.0.0.2,35620,10345,Facebook,com.facebook.katana,TLS,Closed,,135,0,3,0,2026-01-04T08:19:43.640-08:00,2026-01-04T08:20:43.652-08:00
6,10.215.173.1,35256,57.144.216.144,443,10345,Facebook,com.facebook.katana,HTTPS,Closed,edge-mqtt.facebook.com,485,1835,6,6,2026-01-04T08:19:43.866-08:00,2026-01-04T08:19:43.937-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,56694,2a03:2880:f357:90:face:b00c:0:8e,443,10345,Facebook,com.facebook.katana,TLS,Closed,edge-mqtt-fallback.facebook.com,80,0,1,0,2026-01-04T08:19:43.955-08:00,2026-01-04T08:19:43.955-08:00
17,10.215.173.1,27189,10.215.173.2,53,10345,Facebook,com.facebook.katana,DNS,Closed,chat-e2ee-mini.facebook.com,73,135,1,1,2026-01-04T08:19:43.962-08:00,2026-01-04T08:19:44.005-08:00
6,10.215.173.1,56242,57.144.216.141,443,10345,Facebook,com.facebook.katana,HTTPS,Closed,web.facebook.com,529,1838,6,6,2026-01-04T08:19:43.964-08:00,2026-01-04T08:19:44.011-08:00
17,10.215.173.1,60831,10.215.173.2,53,10345,Facebook,com.facebook.katana,DNS,Closed,web.facebook.com,62,114,1,1,2026-01-04T08:19:43.965-08:00,2026-01-04T08:19:43.993-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,51526,2a03:2880:f36c:8:face:b00c:0:38d9,5222,10345,Facebook,com.facebook.katana,TCP,Closed,chat-e2ee-mini.facebook.com,80,0,1,0,2026-01-04T08:19:43.966-08:00,2026-01-04T08:19:43.966-08:00
17,10.215.173.1,43265,10.215.173.2,53,10345,Facebook,com.facebook.katana,DNS,Closed,chat-e2ee-mini.facebook.com,73,123,1,1,2026-01-04T08:19:43.967-08:00,2026-01-04T08:19:43.990-08:00
17,10.215.173.1,13772,10.215.173.2,53,10345,Facebook,com.facebook.katana,DNS,Closed,web.facebook.com,62,102,1,1,2026-01-04T08:19:43.968-08:00,2026-01-04T08:19:43.986-08:00
6,42.3.40.128,5222,253.0.0.2,51526,10345,Facebook,com.facebook.katana,TCP,Closed,,88,0,2,0,2026-01-04T08:19:43.986-08:00,2026-01-04T08:20:44.765-08:00
6,10.215.173.1,48172,57.144.174.144,443,10345,Facebook,com.facebook.katana,HTTPS,Closed,edge-mqtt-fallback.facebook.com,494,1844,6,6,2026-01-04T08:19:44.028-08:00,2026-01-04T08:19:44.184-08:00
6,42.3.40.128,443,253.0.0.2,56694,10345,Facebook,com.facebook.katana,TLS,Closed,,135,0,3,0,2026-01-04T08:19:44.035-08:00,2026-01-04T08:20:44.105-08:00
6,10.215.173.1,59138,57.144.216.8,443,10345,Facebook,com.facebook.katana,HTTPS,Closed,chat-e2ee-mini.facebook.com,2902,1381,15,16,2026-01-04T08:19:44.217-08:00,2026-01-04T08:19:45.139-08:00
6,10.215.173.1,58018,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:44.784-08:00,2026-01-04T08:19:44.870-08:00
6,10.215.173.1,58034,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:45.374-08:00,2026-01-04T08:19:45.472-08:00
6,10.215.173.1,58048,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:46.738-08:00,2026-01-04T08:19:46.858-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,35810,2001:4860:4802:32::223,443,10258,Google Play services,com.google.android.gms,HTTPS,Closed,android.googleapis.com,5531,9560,13,16,2026-01-04T08:19:47.686-08:00,2026-01-04T08:20:49.909-08:00
17,10.215.173.1,33843,10.215.173.2,53,10258,Google Play services,com.google.android.gms,DNS,Closed,people-pa.googleapis.com,70,182,1,1,2026-01-04T08:19:47.829-08:00,2026-01-04T08:19:47.849-08:00
17,10.215.173.1,20380,10.215.173.2,53,10258,Google Play services,com.google.android.gms,DNS,Closed,people-pa.googleapis.com,70,198,1,1,2026-01-04T08:19:47.832-08:00,2026-01-04T08:19:47.852-08:00
6,10.215.173.1,41836,142.250.217.74,443,10258,Google Play services,com.google.android.gms,HTTPS,Closed,people-pa.googleapis.com,3396,6357,13,17,2026-01-04T08:19:47.867-08:00,2026-01-04T08:20:49.909-08:00
6,10.215.173.1,49028,74.125.199.188,5228,10258,Google Play services,com.google.android.gms,TLS,Closed,mtalk.google.com,1351,1184,7,8,2026-01-04T08:19:48.899-08:00,2026-01-04T08:20:49.913-08:00
6,10.215.173.1,60544,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:19:49.285-08:00,2026-01-04T08:19:49.380-08:00
17,10.215.173.1,16770,10.215.173.2,53,10422,Instagram,com.instagram.android,DNS,Closed,i.instagram.com,61,118,1,1,2026-01-04T08:19:49.288-08:00,2026-01-04T08:19:49.333-08:00
17,10.215.173.1,25565,10.215.173.2,53,10422,Instagram,com.instagram.android,DNS,Closed,i.instagram.com,61,106,1,1,2026-01-04T08:19:49.291-08:00,2026-01-04T08:19:49.315-08:00
6,10.215.173.1,54694,209.52.156.97,443,10422,Instagram,com.instagram.android,HTTPS,Closed,instagram.fcxh3-1.fna.fbcdn.net,470,1679,6,5,2026-01-04T08:19:49.494-08:00,2026-01-04T08:19:49.579-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,58100,2a03:2880:f36c:90:face:b00c:0:8e,443,10422,Instagram,com.instagram.android,TLS,Closed,edge-mqtt.facebook.com,80,0,1,0,2026-01-04T08:19:50.277-08:00,2026-01-04T08:19:50.277-08:00
17,10.215.173.1,50300,10.215.173.2,53,10422,Instagram,com.instagram.android,DNS,Closed,edge-mqtt.facebook.com,68,120,1,1,2026-01-04T08:19:50.284-08:00,2026-01-04T08:19:50.305-08:00
17,10.215.173.1,53411,10.215.173.2,53,10422,Instagram,com.instagram.android,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,2026-01-04T08:19:50.289-08:00,2026-01-04T08:19:50.306-08:00
6,42.3.40.128,443,253.0.0.2,58100,10422,Instagram,com.instagram.android,TLS,Closed,,88,0,2,0,2026-01-04T08:19:50.310-08:00,2026-01-04T08:20:49.914-08:00
6,10.215.173.1,48202,57.144.216.144,443,10422,Instagram,com.instagram.android,HTTPS,Closed,edge-mqtt.facebook.com,485,1835,6,6,2026-01-04T08:19:50.350-08:00,2026-01-04T08:19:50.435-08:00
17,10.215.173.1,9427,10.215.173.2,53,10443,TikTok,com.zhiliaoapp.musically,DNS,Closed,mon31-normal-useast1a.tiktokv.com,79,134,1,1,2026-01-04T08:19:51.468-08:00,2026-01-04T08:19:52.701-08:00
6,10.215.173.1,54844,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:51.487-08:00,2026-01-04T08:19:51.557-08:00
6,10.215.173.1,59252,157.240.3.63,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:19:52.379-08:00,2026-01-04T08:19:52.493-08:00
17,10.215.173.1,48542,10.215.173.2,53,10422,Instagram,com.instagram.android,DNS,Closed,i.instagram.com,61,106,1,1,2026-01-04T08:19:52.385-08:00,2026-01-04T08:19:52.449-08:00
6,10.215.173.1,54850,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,564,1759,8,6,2026-01-04T08:19:53.631-08:00,2026-01-04T08:19:53.700-08:00
17,10.215.173.1,16019,10.215.173.2,53,10422,Instagram,com.instagram.android,DNS,Closed,test-gateway.instagram.com,72,135,1,1,2026-01-04T08:19:53.633-08:00,2026-01-04T08:19:53.726-08:00
6,10.215.173.1,54856,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:19:53.905-08:00,2026-01-04T08:19:53.990-08:00
