IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
6,10.215.173.1,40796,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:14:23.923-08:00,2026-01-04T08:14:23.977-08:00
6,10.215.173.1,41768,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:14:24.183-08:00,2026-01-04T08:14:24.264-08:00
6,10.215.173.1,41784,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:14:24.396-08:00,2026-01-04T08:14:24.468-08:00
6,10.215.173.1,40812,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:14:24.787-08:00,2026-01-04T08:14:24.882-08:00
6,10.215.173.1,40818,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:14:24.791-08:00,2026-01-04T08:14:24.890-08:00
6,10.215.173.1,40830,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:14:24.793-08:00,2026-01-04T08:14:24.877-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,51272,2a03:2880:f357:90:face:b00c:0:8e,443,10345,Facebook,com.facebook.katana,TLS,Closed,edge-mqtt-fallback.facebook.com,80,0,1,0,2026-01-04T08:14:25.563-08:00,2026-01-04T08:14:25.563-08:00
6,10.215.173.1,43786,57.144.174.144,443,10345,Facebook,com.facebook.katana,HTTPS,Closed,edge-mqtt-fallback.facebook.com,1697,1884,7,7,2026-01-04T08:14:25.636-08:00,2026-01-04T08:14:25.808-08:00
6,42.3.40.128,443,253.0.0.2,51272,10345,Facebook,com.facebook.katana,TLS,Closed,,135,0,3,0,2026-01-04T08:14:25.687-08:00,2026-01-04T08:15:25.861-08:00
6,10.215.173.1,41242,57.144.216.141,443,10345,Facebook,com.facebook.katana,HTTPS,Closed,web.facebook.com,708,1798,6,5,2026-01-04T08:14:25.735-08:00,2026-01-04T08:14:25.803-08:00
6,10.215.173.1,40834,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:14:25.793-08:00,2026-01-04T08:14:25.846-08:00
6,10.215.173.1,40844,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:14:25.796-08:00,2026-01-04T08:14:25.874-08:00
6,10.215.173.1,40854,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:14:25.798-08:00,2026-01-04T08:14:25.865-08:00
6,10.215.173.1,40866,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:14:25.802-08:00,2026-01-04T08:14:25.867-08:00
6,10.215.173.1,41790,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:14:26.087-08:00,2026-01-04T08:14:26.168-08:00
6,10.215.173.1,40870,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:14:26.717-08:00,2026-01-04T08:14:26.802-08:00
6,10.215.173.1,40884,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:14:27.469-08:00,2026-01-04T08:14:27.527-08:00
6,10.215.173.1,40896,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:14:27.489-08:00,2026-01-04T08:14:27.537-08:00
6,10.215.173.1,40912,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:14:28.611-08:00,2026-01-04T08:14:28.677-08:00
6,10.215.173.1,40918,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:14:28.655-08:00,2026-01-04T08:14:28.716-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,43342,2a03:2880:f36c:90:face:b00c:0:8e,443,10345,Facebook,com.facebook.katana,TLS,Closed,edge-mqtt.facebook.com,80,0,1,0,2026-01-04T08:14:29.544-08:00,2026-01-04T08:14:29.544-08:00
6,42.3.40.128,443,253.0.0.2,43342,10345,Facebook,com.facebook.katana,TLS,Closed,,135,0,3,0,2026-01-04T08:14:29.599-08:00,2026-01-04T08:15:29.627-08:00
6,10.215.173.1,33466,57.144.216.144,443,10345,Facebook,com.facebook.katana,HTTPS,Closed,edge-mqtt.facebook.com,485,1835,6,6,2026-01-04T08:14:29.621-08:00,2026-01-04T08:14:29.695-08:00
6,10.215.173.1,48444,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:14:29.673-08:00,2026-01-04T08:14:29.735-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,43354,2a03:2880:f36c:90:face:b00c:0:8e,443,10422,Instagram,com.instagram.android,TLS,Closed,edge-mqtt.facebook.com,80,0,1,0,2026-01-04T08:14:29.909-08:00,2026-01-04T08:14:29.909-08:00
6,42.3.40.128,443,253.0.0.2,43354,10422,Instagram,com.instagram.android,TLS,Closed,,88,0,2,0,2026-01-04T08:14:29.941-08:00,2026-01-04T08:15:29.880-08:00
6,10.215.173.1,33476,57.144.216.144,443,10422,Instagram,com.instagram.android,HTTPS,Closed,edge-mqtt.facebook.com,485,1795,6,5,2026-01-04T08:14:29.986-08:00,2026-01-04T08:14:30.071-08:00
6,10.215.173.1,41360,209.52.156.97,443,10422,Instagram,com.instagram.android,HTTPS,Closed,instagram.fcxh3-1.fna.fbcdn.net,470,1679,6,5,2026-01-04T08:14:32.110-08:00,2026-01-04T08:14:32.187-08:00
17,10.215.173.1,5312,10.215.173.2,53,10422,Instagram,com.instagram.android,DNS,Closed,test-gateway.instagram.com,72,123,1,1,2026-01-04T08:14:32.964-08:00,2026-01-04T08:14:32.996-08:00
6,10.215.173.1,54900,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,1008,3478,13,11,2026-01-04T08:14:33.161-08:00,2026-01-04T08:20:57.274-08:00
17,10.215.173.1,22032,10.215.173.2,53,10422,Instagram,com.instagram.android,DNS,Closed,test-gateway.instagram.com,72,123,1,1,2026-01-04T08:14:33.168-08:00,2026-01-04T08:14:33.203-08:00
6,10.215.173.1,48456,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:14:33.310-08:00,2026-01-04T08:14:33.373-08:00
6,10.215.173.1,54916,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,1048,3478,14,11,2026-01-04T08:14:33.418-08:00,2026-01-04T08:20:59.175-08:00
6,10.215.173.1,54930,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:14:33.580-08:00,2026-01-04T08:14:33.634-08:00
6,10.215.173.1,54944,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:14:33.820-08:00,2026-01-04T08:14:33.903-08:00
6,10.215.173.1,54960,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:14:33.916-08:00,2026-01-04T08:14:33.997-08:00
6,10.215.173.1,53414,52.96.165.18,443,10347,Email,com.samsung.android.email.provider,HTTPS,Closed,m.hotmail.com,3039,799,7,7,2026-01-04T08:14:34.008-08:00,2026-01-04T08:15:34.895-08:00
6,10.215.173.1,42626,142.250.99.188,5228,10258,Google Play services,com.google.android.gms,TLS,Closed,mtalk.google.com,1391,1224,8,9,2026-01-04T08:14:34.015-08:00,2026-01-04T08:15:34.895-08:00
6,10.215.173.1,48462,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:14:34.167-08:00,2026-01-04T08:14:34.222-08:00
6,10.215.173.1,54972,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:14:34.169-08:00,2026-01-04T08:14:34.234-08:00
6,10.215.173.1,54984,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:14:34.445-08:00,2026-01-04T08:14:34.523-08:00
6,10.215.173.1,48472,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:14:34.796-08:00,2026-01-04T08:14:34.881-08:00
6,10.215.173.1,48474,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:14:34.800-08:00,2026-01-04T08:14:34.874-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,53670,2a03:2880:f357:90:face:b00c:0:8e,443,10345,Facebook,com.facebook.katana,TLS,Closed,edge-mqtt-fallback.facebook.com,80,0,1,0,2026-01-04T08:14:38.827-08:00,2026-01-04T08:14:38.827-08:00
6,10.215.173.1,51928,57.144.174.144,443,10345,Facebook,com.facebook.katana,HTTPS,Closed,edge-mqtt-fallback.facebook.com,1696,1884,7,7,2026-01-04T08:14:38.899-08:00,2026-01-04T08:14:39.092-08:00
6,42.3.40.128,443,253.0.0.2,53670,10345,Facebook,com.facebook.katana,TLS,Closed,,135,0,3,0,2026-01-04T08:14:38.955-08:00,2026-01-04T08:15:39.074-08:00
6,10.215.173.1,35858,57.144.216.141,443,10345,Facebook,com.facebook.katana,HTTPS,Closed,web.facebook.com,708,1798,6,5,2026-01-04T08:14:39.022-08:00,2026-01-04T08:14:39.125-08:00
17,10.215.173.1,32218,10.215.173.2,53,10422,Instagram,com.instagram.android,DNS,Closed,test-gateway.instagram.com,72,135,1,1,2026-01-04T08:14:42.288-08:00,2026-01-04T08:14:42.365-08:00
17,10.215.173.1,62700,10.215.173.2,53,10422,Instagram,com.instagram.android,DNS,Closed,test-gateway.instagram.com,72,123,1,1,2026-01-04T08:14:42.293-08:00,2026-01-04T08:14:42.391-08:00
6,10.215.173.1,45766,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,484,1759,6,6,2026-01-04T08:14:42.477-08:00,2026-01-04T08:14:42.575-08:00
17,10.215.173.1,12908,10.215.173.2,53,10345,Facebook,com.facebook.katana,DNS,Closed,graph.fbpigeon.com,64,120,1,1,2026-01-04T08:14:42.486-08:00,2026-01-04T08:14:42.511-08:00
17,10.215.173.1,3813,10.215.173.2,53,10345,Facebook,com.facebook.katana,DNS,Closed,graph.fbpigeon.com,64,96,1,1,2026-01-04T08:14:42.489-08:00,2026-01-04T08:14:42.503-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,54622,2600:1f18:ebc:3400:aed6:5075:7419:d33d,443,10345,Facebook,com.facebook.katana,TLS,Closed,graph.fbpigeon.com,80,0,1,0,2026-01-04T08:14:42.526-08:00,2026-01-04T08:14:42.526-08:00
6,10.215.173.1,39960,23.23.157.11,443,10345,Facebook,com.facebook.katana,HTTPS,Closed,graph.fbpigeon.com,734,1653,6,5,2026-01-04T08:14:42.677-08:00,2026-01-04T08:14:42.913-08:00
6,38.0.31.24,443,253.0.0.2,54622,10345,Facebook,com.facebook.katana,TLS,Closed,,88,0,2,0,2026-01-04T08:14:42.689-08:00,2026-01-04T08:15:45.029-08:00
6,10.215.173.1,45772,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,484,1759,6,6,2026-01-04T08:14:42.747-08:00,2026-01-04T08:14:42.851-08:00
6,10.215.173.1,45782,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:14:42.919-08:00,2026-01-04T08:14:42.992-08:00
6,10.215.173.1,39976,23.23.157.11,443,10345,Facebook,com.facebook.katana,HTTPS,Closed,graph.fbpigeon.com,555,1653,6,5,2026-01-04T08:14:42.937-08:00,2026-01-04T08:14:43.163-08:00
6,10.215.173.1,45794,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:14:43.024-08:00,2026-01-04T08:14:43.099-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,44438,2a03:2880:f357:90:face:b00c:0:8e,443,10422,Instagram,com.instagram.android,TLS,Closed,edge-mqtt-fallback.facebook.com,80,0,1,0,2026-01-04T08:14:43.079-08:00,2026-01-04T08:14:43.079-08:00
6,10.215.173.1,45806,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:14:43.118-08:00,2026-01-04T08:14:43.190-08:00
6,10.215.173.1,36142,57.144.174.144,443,10422,Instagram,com.instagram.android,HTTPS,Closed,edge-mqtt-fallback.facebook.com,494,1804,6,5,2026-01-04T08:14:43.154-08:00,2026-01-04T08:14:43.316-08:00
6,42.3.40.128,443,253.0.0.2,44438,10422,Instagram,com.instagram.android,TLS,Closed,,135,0,3,0,2026-01-04T08:14:43.164-08:00,2026-01-04T08:15:43.259-08:00
6,10.215.173.1,39982,23.23.157.11,443,10345,Facebook,com.facebook.katana,HTTPS,Closed,graph.fbpigeon.com,555,1613,6,4,2026-01-04T08:14:43.182-08:00,2026-01-04T08:14:43.424-08:00
6,10.215.173.1,45812,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:14:43.240-08:00,2026-01-04T08:14:43.304-08:00
6,10.215.173.1,45816,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:14:43.315-08:00,2026-01-04T08:14:43.363-08:00
6,10.215.173.1,45826,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:14:43.397-08:00,2026-01-04T08:14:43.460-08:00
6,10.215.173.1,45834,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:14:43.484-08:00,2026-01-04T08:14:43.554-08:00
6,10.215.173.1,45850,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:14:43.603-08:00,2026-01-04T08:14:43.683-08:00
6,10.215.173.1,49342,57.144.216.141,443,10345,Facebook,com.facebook.katana,HTTPS,Closed,graph.facebook.com,710,1800,6,5,2026-01-04T08:14:43.690-08:00,2026-01-04T08:14:43.767-08:00
6,10.215.173.1,57412,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1759,7,6,2026-01-04T08:14:50.594-08:00,2026-01-04T08:14:50.733-08:00
6,10.215.173.1,57414,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1759,7,6,2026-01-04T08:14:50.861-08:00,2026-01-04T08:14:50.954-08:00
6,10.215.173.1,57426,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:14:50.990-08:00,2026-01-04T08:14:51.102-08:00
6,10.215.173.1,57442,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:14:51.234-08:00,2026-01-04T08:14:51.320-08:00
6,10.215.173.1,57446,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1759,7,6,2026-01-04T08:14:51.397-08:00,2026-01-04T08:14:51.536-08:00
6,10.215.173.1,57458,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1759,7,6,2026-01-04T08:14:51.635-08:00,2026-01-04T08:14:51.763-08:00
6,10.215.173.1,57472,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1759,7,6,2026-01-04T08:14:51.846-08:00,2026-01-04T08:14:51.971-08:00
6,10.215.173.1,57482,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1759,7,6,2026-01-04T08:14:51.976-08:00,2026-01-04T08:14:52.075-08:00
6,10.215.173.1,57492,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1759,7,6,2026-01-04T08:14:52.241-08:00,2026-01-04T08:14:52.366-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,35316,2a03:2880:f36c:90:face:b00c:0:8e,443,10345,Facebook,com.facebook.katana,TLS,Closed,edge-mqtt.facebook.com,80,0,1,0,2026-01-04T08:14:55.714-08:00,2026-01-04T08:14:55.714-08:00
17,10.215.173.1,20423,10.215.173.2,53,10345,Facebook,com.facebook.katana,DNS,Closed,edge-mqtt.facebook.com,68,108,1,1,2026-01-04T08:14:55.731-08:00,2026-01-04T08:14:55.791-08:00
6,10.215.173.1,50894,57.144.216.144,443,10345,Facebook,com.facebook.katana,HTTPS,Closed,edge-mqtt.facebook.com,485,1835,6,6,2026-01-04T08:14:55.786-08:00,2026-01-04T08:14:55.906-08:00
6,42.3.40.128,443,253.0.0.2,35316,10345,Facebook,com.facebook.katana,TLS,Closed,,135,0,3,0,2026-01-04T08:14:55.800-08:00,2026-01-04T08:15:55.853-08:00
6,10.215.173.1,57506,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1759,7,6,2026-01-04T08:14:58.703-08:00,2026-01-04T08:14:58.849-08:00
6,10.215.173.1,57514,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1759,7,6,2026-01-04T08:14:58.990-08:00,2026-01-04T08:14:59.089-08:00
6,10.215.173.1,57528,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,484,1759,6,6,2026-01-04T08:14:59.100-08:00,2026-01-04T08:14:59.188-08:00
6,10.215.173.1,34930,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:14:59.331-08:00,2026-01-04T08:14:59.458-08:00
6,10.215.173.1,34932,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1759,7,6,2026-01-04T08:14:59.589-08:00,2026-01-04T08:14:59.818-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,47714,2a03:2880:f36c:c4:face:b00c:0:21ba,443,-1,Unknown,unknown,TLS,Closed,test-gateway.instagram.com,80,0,1,0,2026-01-04T08:14:59.746-08:00,2026-01-04T08:14:59.746-08:00
6,42.3.40.128,443,253.0.0.2,47714,-1,Unknown,unknown,TLS,Closed,,135,0,3,0,2026-01-04T08:14:59.809-08:00,2026-01-04T08:15:59.846-08:00
6,10.215.173.1,34944,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:14:59.857-08:00,2026-01-04T08:14:59.972-08:00
6,10.215.173.1,34948,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:15:00.351-08:00,2026-01-04T08:15:00.436-08:00
6,10.215.173.1,50572,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:15:00.444-08:00,2026-01-04T08:15:00.519-08:00
17,10.215.173.1,54122,10.215.173.2,53,10422,Instagram,com.instagram.android,DNS,Closed,i.instagram.com,61,118,1,1,2026-01-04T08:15:00.447-08:00,2026-01-04T08:15:00.467-08:00
17,10.215.173.1,10324,10.215.173.2,53,10422,Instagram,com.instagram.android,DNS,Closed,i.instagram.com,61,106,1,1,2026-01-04T08:15:00.449-08:00,2026-01-04T08:15:00.503-08:00
6,10.215.173.1,50582,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:15:03.480-08:00,2026-01-04T08:15:03.522-08:00
6,10.215.173.1,34960,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:15:06.810-08:00,2026-01-04T08:15:06.900-08:00
6,10.215.173.1,34970,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:15:07.250-08:00,2026-01-04T08:15:07.338-08:00
6,10.215.173.1,34976,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:15:07.473-08:00,2026-01-04T08:15:07.559-08:00
6,10.215.173.1,34992,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:15:07.730-08:00,2026-01-04T08:15:07.817-08:00
6,10.215.173.1,35008,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:15:07.840-08:00,2026-01-04T08:15:07.894-08:00
6,10.215.173.1,35020,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:15:07.977-08:00,2026-01-04T08:15:08.048-08:00
6,10.215.173.1,35026,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:15:08.057-08:00,2026-01-04T08:15:08.122-08:00
6,10.215.173.1,50590,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:15:08.390-08:00,2026-01-04T08:15:08.457-08:00
6,10.215.173.1,50594,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:15:08.392-08:00,2026-01-04T08:15:08.463-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,40894,2a03:2880:f36c:90:face:b00c:0:8e,443,10422,Instagram,com.instagram.android,TLS,Closed,edge-mqtt.facebook.com,80,0,1,0,2026-01-04T08:15:09.327-08:00,2026-01-04T08:15:09.327-08:00
17,10.215.173.1,25006,10.215.173.2,53,10422,Instagram,com.instagram.android,DNS,Closed,edge-mqtt.facebook.com,68,120,1,1,2026-01-04T08:15:09.333-08:00,2026-01-04T08:15:09.407-08:00
6,42.3.40.128,443,253.0.0.2,40894,10422,Instagram,com.instagram.android,TLS,Closed,,135,0,3,0,2026-01-04T08:15:09.392-08:00,2026-01-04T08:16:09.475-08:00
6,10.215.173.1,59244,57.144.216.144,443,10422,Instagram,com.instagram.android,HTTPS,Closed,edge-mqtt.facebook.com,485,1835,6,6,2026-01-04T08:15:09.404-08:00,2026-01-04T08:15:09.465-08:00
6,10.215.173.1,35378,57.144.216.141,443,10345,Facebook,com.facebook.katana,HTTPS,Closed,web.facebook.com,529,1798,6,5,2026-01-04T08:15:09.588-08:00,2026-01-04T08:15:09.666-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,37406,2a03:2880:f357:90:face:b00c:0:8e,443,10345,Facebook,com.facebook.katana,TLS,Closed,edge-mqtt-fallback.facebook.com,80,0,1,0,2026-01-04T08:15:10.118-08:00,2026-01-04T08:15:10.118-08:00
17,10.215.173.1,40962,10.215.173.2,53,10345,Facebook,com.facebook.katana,DNS,Closed,edge-mqtt-fallback.facebook.com,77,138,1,1,2026-01-04T08:15:10.123-08:00,2026-01-04T08:15:10.166-08:00
17,10.215.173.1,9989,10.215.173.2,53,10345,Facebook,com.facebook.katana,DNS,Closed,edge-mqtt-fallback.facebook.com,77,126,1,1,2026-01-04T08:15:10.127-08:00,2026-01-04T08:15:10.165-08:00
6,10.215.173.1,33276,57.144.174.144,443,10345,Facebook,com.facebook.katana,HTTPS,Closed,edge-mqtt-fallback.facebook.com,1697,1884,7,7,2026-01-04T08:15:10.195-08:00,2026-01-04T08:15:10.495-08:00
6,42.3.40.128,443,253.0.0.2,37406,10345,Facebook,com.facebook.katana,TLS,Closed,,135,0,3,0,2026-01-04T08:15:10.205-08:00,2026-01-04T08:16:10.400-08:00
6,10.215.173.1,36634,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:15:11.006-08:00,2026-01-04T08:15:11.062-08:00
6,10.215.173.1,36636,57.144.216.192,443,10422,Instagram,com.instagram.android,HTTPS,Closed,i.instagram.com,454,1626,6,5,2026-01-04T08:15:12.342-08:00,2026-01-04T08:15:12.408-08:00
6,10.215.173.1,35380,57.144.216.141,443,10345,Facebook,com.facebook.katana,HTTPS,Closed,web.facebook.com,529,1838,6,6,2026-01-04T08:15:12.360-08:00,2026-01-04T08:15:12.422-08:00
17,10.215.173.1,38131,10.215.173.2,53,10345,Facebook,com.facebook.katana,DNS,Closed,graph.fbpigeon.com,64,120,1,1,2026-01-04T08:15:13.520-08:00,2026-01-04T08:15:13.548-08:00
17,10.215.173.1,13693,10.215.173.2,53,10345,Facebook,com.facebook.katana,DNS,Closed,graph.fbpigeon.com,64,96,1,1,2026-01-04T08:15:13.524-08:00,2026-01-04T08:15:13.542-08:00
6,10.215.173.1,54192,34.200.71.76,443,10345,Facebook,com.facebook.katana,HTTPS,Closed,graph.fbpigeon.com,555,1653,6,5,2026-01-04T08:15:13.561-08:00,2026-01-04T08:15:13.830-08:00
6,10.215.173.1,54200,34.200.71.76,443,10345,Facebook,com.facebook.katana,HTTPS,Closed,graph.fbpigeon.com,555,1613,6,4,2026-01-04T08:15:13.855-08:00,2026-01-04T08:15:14.088-08:00
6,10.215.173.1,54210,34.200.71.76,443,10345,Facebook,com.facebook.katana,HTTPS,Closed,graph.fbpigeon.com,555,1613,6,4,2026-01-04T08:15:14.116-08:00,2026-01-04T08:15:14.383-08:00
6,10.215.173.1,57474,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,484,1759,6,6,2026-01-04T08:15:14.924-08:00,2026-01-04T08:15:15.142-08:00
6,10.215.173.1,57484,57.144.216.196,443,10422,Instagram,com.instagram.android,HTTPS,Closed,test-gateway.instagram.com,524,1719,7,5,2026-01-04T08:15:15.435-08:00,2026-01-04T08:15:15.535-08:00
6,fd00:2:fd00:1:fd00:1:fd00:1,49916,2a03:2880:f36c:8:face:b00c:0:38d9,5222,10345,Facebook,com.facebook.katana,TCP,Closed,chat-e2ee-mini.facebook.com,80,0,1,0,2026-01-04T08:15:15.662-08:00,2026-01-04T08:15:15.662-08:00
17,10.215.173.1,22071,10.215.173.2,53,10345,Facebook,com.facebook.katana,DNS,Closed,chat-e2ee-mini.facebook.com,73,135,1,1,2026-01-04T08:15:15.665-08:00,2026-01-04T08:15:15.693-08:00
